timestamp,symbol,step_id,step_title,pattern_condition,pattern_found,close,open,high,low,volume,indicator_values,notes
2025-08-11 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,226.74781799316406,227.4864157407103,229.12329528601256,224.3324234952035,61806100.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-12 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,229.21310424804688,227.57622481823222,230.36092560837628,226.63802588155738,55626200.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-13 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,232.88612365722656,230.6304284784954,234.55294488479396,229.99163136972763,69878500.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-14 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,232.33717346191406,233.61473725595164,234.67271834509882,230.41085227691244,51916300.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-15 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,231.1494140625,233.5548328767578,233.834298979768,228.9036945156081,56038700.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-18 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,230.45074462890625,231.2592012143754,232.67649791960375,229.6722297518056,37476200.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-19 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,230.1213836669922,230.84001516813981,232.42698672077375,228.9136940815642,39402600.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-20 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,225.5800323486328,229.54248102593337,230.0315543310328,225.3404986724704,42263900.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-21 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,224.47213745117188,225.8395414786139,226.08906587116957,223.3542730460458,30621200.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
2025-08-22 00:00:00,AAPL,entry_check,Entry Pattern Check,EMA_12 > EMA_26 AND RSI < 70,False,227.3267059326172,225.73973438952316,228.65417758009713,224.98118568943215,42477800.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan)}",
